director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings
Gina Prince-Bythewood,Minnie Driver,Nate Parker,Darryl Stephens,Drama Music,beyond the lights,7
Tom Ford,Colin Firth,Teddy Sears,Keri Lynn Pratt,Drama Romance,a single man,7.4
Martin Scorsese,Irvin Kershner,Barbara Hershey,Roberts Blossom,Drama,the last temptation of christ,7.2
Michael Corrente,Jonathan Brandis,George Wendt,Shawn Hatosy,Comedy Drama Romance,outside providence,6
Gurinder Chadha,Indira Varma,Martin Henderson,Anupam Kher,Comedy Drama Musical Romance,bride & prejudice,6.4
Phillip Noyce,Roy Billing,David Gulpilil,Deborah Mailman,Adventure Biography Drama History,rabbit-proof fence,7.1
Don Michael Paul,Jeffrey Jones,Faizon Love,Lil' Wayne,Comedy Sport,who's your caddy?,4.1
Tony Maylam,Michael J. Pollard,Alun Armstrong,Alastair Duncan,Action Crime Horror Sci-Fi Thriller,split second,6.1
Mitch Davis,Anne Hathaway,Nathaniel Lees,Miriama Smith,Adventure Biography Drama,the other side of heaven,5.1
Yash Chopra,Shah Rukh Khan,Preity Zinta,Anupam Kher,Drama Musical Romance,veer-zaara,7.4
David Mamet,Alice Braga,Randy Couture,Jose Pablo Cantillo,Drama Sport,redbelt,6.3
Jay Duplass,Matt Walsh,Tim Guinee,Katie Aselton,Comedy Drama Romance,cyrus,5.9
Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden,Drama Family,a dog of flanders,6.2
Paul Schrader,Ed Begley Jr.,Michael McKean,Kurt Fuller,Biography Crime Drama,auto focus,6.4
George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,Biography Drama,factory girl,6.1
Lynne Ramsay,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,Drama Thriller,we need to talk about kevin,7.6
John Stephenson,Samantha Barks,Hans Matheson,Lesley Manville,Drama Family,the christmas candle,6
Tim Chambers,Ellen Burstyn,Marley Shelton,Jennifer Butler,Drama Sport,the mighty macs,5.2
Curtis Hanson,Tom Cruise,Shelley Long,Rick Rossovich,Comedy Drama Family,losin' it,5
Rodrigo García,Naomi Watts,Jimmy Smits,Carla Gallo,Drama Romance,mother and child,7
Dick Richards,Catherine Deneuve,Terence Hill,Jack O'Halloran,Adventure Drama Romance War,march or die,5.6
Jean-Marie Poiré,Christian Clavier,Isabelle Nanty,Valérie Lemercier,Comedy Fantasy Sci-Fi,les visiteurs,7.1
Sofia Coppola,Nathalie Fay,Chris Pontius,Erin Wasson,Comedy Drama,somewhere,6.1
Bob Gosse,Geoff Stults,Susie Abromeit,Derek Wayne Johnson,Comedy,i hope they serve beer in hell,5
Alex Zamm,Taylor Negron,Raquel Welch,Larry Miller,Comedy,chairman of the board,3.8
Spencer Susser,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,Drama,hesher,6.8
Richard Shepard,Richard E. Grant,Mark Wingett,Richard Graham,Comedy Crime Drama,dom hemingway,5.8
Gus Van Sant,Matt Damon,Casey Affleck,unknown,Adventure Drama Mystery,gerry,6.2
Thaddeus O'Sullivan,Olivia Williams,Luke Newberry,Eleanor Bron,Drama Romance,the heart of me,7
Peter Sollett,Steve Carell,Josh Charles,Luke Grimes,Biography Drama Romance,freeheld,7.3
Shari Springer Berman,Lynn Cohen,Marian Seldes,Dan Hedaya,Comedy,the extra man,6
Aleksey German,Leonid Yarmolnik,Yuriy Tsurilo,Valentin Golubenko,Drama Sci-Fi,hard to be a god,6.9
Stephen Milburn Anderson,Chris Hemsworth,Mike Starr,Paul Sanchez,Comedy Crime Thriller,ca$h,5.8
Richard E. Grant,Emily Watson,Julie Walters,Miranda Richardson,Drama,wah-wah,6.2
Troy Duffy,Norman Reedus,David Della Rocco,Bob Marley,Action Crime Thriller,the boondock saints,7.3
David Lam,Michael Wong,Louis Koo,Stephen Au,Action Crime,z storm,5.7
Francis Ford Coppola,Alden Ehrenreich,Bruce Dern,Joanne Whalley,Comedy Fantasy Horror Mystery,twixt,5
Vladlen Barbe,Erin Fitzgerald,Wendee Lee,Ivan Okhlobystin,Adventure Animation Family,snow queen,6.4
Richard Rich,Debi Derryberry,Kate Higgins,Cindy Robinson,Action Adventure Animation Comedy Drama Family Fantasy Thriller,alpha and omega 4,5.5
Clint Eastwood,Clint Eastwood,Chris Penn,Sydney Penny,Western,pale rider,7.1
Robert C. Cooper,Ben Browder,Christopher Judge,Julian Sands,Action Adventure Drama Fantasy Sci-Fi,stargate: the ark of truth,7.1
Richard Linklater,Milla Jovovich,Adam Goldberg,Cole Hauser,Comedy,dazed and confused,7.4
Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin,Comedy Drama Family Music Musical Romance,high school musical 2,6.5
Kim Nguyen,Gordon Pinsent,Justin Edward Seale,John Ralston,Drama Romance,two lovers and a bear,6.7
Jackie Earle Haley,Rex Baker,Edi Gathegi,Travis Aaron Wade,Crime Drama Thriller,criminal activities,5.9
Max Färberböck,Heike Makatsch,Johanna Wokalek,Maria Schrader,Biography Drama Romance War,aimee & jaguar,6.9
Arie Posin,Rory Culkin,John Heard,Tim DeKay,Comedy Drama,the chumscrubber,6.7
Damian Nieman,Glenn Plummer,Jason Cerbone,Mark De Alessandro,Crime Thriller,shade,6.2
Mark Tonderai,Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows,Drama Horror Thriller,house at the end of the street,5.8
Denis Villeneuve,Lubna Azabal,Mélissa Désormeaux-Poulin,Ahmad Massad,Drama Mystery War,incendies,8.1
Gabriele Muccino,Laura Morante,Silvio Muccino,Giulia Michelini,Comedy Drama Romance,"remember me, my love",5.9
Ian Fitzgibbon,Jim Broadbent,Brendan Coyle,Michael McElhatton,Action Comedy Crime Drama Romance Thriller,perrier's bounty,5.7
José Padilha,Wagner Moura,Fernanda Machado,André Ramiro,Action Crime Drama Thriller,elite squad,8
John R. Leonetti,Alfre Woodard,Annabelle Wallis,Gabriel Bateman,Horror Mystery,annabelle,5.7
Rachel Perkins,Deborah Mailman,Magda Szubanski,Jessica Mauboy,Comedy Drama Musical,bran nue dae,5.8
John Singleton,John Cothran,Lloyd Avery II,Na'Blonka Durden,Crime Drama,boyz n the hood,7.5
Luis Valdez,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,Biography Drama Music,la bamba,7.1
Alan Alda,Rita Moreno,Len Cariou,Sandy Dennis,Comedy Drama,the four seasons,6.5
Brian De Palma,Angie Dickinson,David Margulies,Nancy Allen,Mystery Romance Thriller,dressed to kill,6.9
Stephen Sommers,Curtis Armstrong,Frances Conroy,Anne Heche,Adventure Comedy Drama Family,the adventures of huck finn,6.2
Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf,Comedy Crime,go,7
Nicole Holofcener,Greg Germann,Marin Hinkle,Jake Cherry,Comedy Drama Romance,friends with money,5.1
Robert Wise,David Wayne,Paula Kelly,Eric Christmas,Sci-Fi Thriller,the andromeda strain,7
Louis Morneau,Leon,Bob Gunton,Ned Bellamy,Horror Sci-Fi Thriller,bats,4.3
Caroline Link,Merab Ninidze,Juliane Köhler,Matthias Habich,Biography Drama,nowhere in africa,7.3
Steve McQueen,Michael Fassbender,Nicole Beharie,James Badge Dale,Drama,shame,7
Matthew Vaughn,Tom Hardy,Sally Hawkins,Jamie Foreman,Crime Drama Thriller,layer cake,7
Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong,Drama Western,the work and the glory ii: american zion,6.8
Zal Batmanglij,Alexander Skarsgård,Julia Ormond,Jason Ritter,Drama Thriller,the east,6.6
Michael Mayer,Robin Wright,Matt Frewer,Sissy Spacek,Drama Romance,a home at the end of the world,6.6
Hans Petter Moland,Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgård,Drama,aberdeen,6.9
Oren Moverman,Steve Buscemi,Yaya DaCosta,Eamonn Walker,Drama Romance War,the messenger,6.7
Ian Sharp,Ray Winstone,Jed Brophy,Temuera Morrison,Action Adventure Drama Western,tracker,4.9
Anton Corbijn,Sam Riley,Samantha Morton,Alexandra Maria Lara,Biography Drama Music,control,7.6
James Cameron,Michael Biehn,Brian Thompson,Paul Winfield,Action Sci-Fi,the terminator,7.6
Wolfgang Becker,Florian Lukas,Chulpan Khamatova,Burghart Klaußner,Drama Romance,good bye lenin!,7.5
Tom Hooper,Stephen Graham,Mark Bazeley,Maurice Roëves,Biography Drama Sport,the damned united,7.3
Dan O'Bannon,Linnea Quigley,Clu Gulager,Beverly Randolph,Comedy Horror Sci-Fi,the return of the living dead,7.3
Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,Comedy Romance,mallrats,6.8
Randal Kleiser,Olivia Newton-John,Stockard Channing,Sid Caesar,Musical Romance,grease,7.4
Oliver Stone,Johnny Depp,Tom Berenger,Kevin Dillon,Drama War,platoon,7.7
Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,Documentary Drama War,fahrenheit 9/11,7.1
George Roy Hill,Katharine Ross,Ted Cassidy,Kenneth Mars,Biography Crime Drama Western,butch cassidy and the sundance kid,7.6
Robert Stevenson,Ed Wynn,Glynis Johns,Elsa Lanchester,Comedy Family Fantasy Musical,mary poppins,6.5
Robert Redford,Adam Baldwin,Elizabeth McGovern,Judd Hirsch,Drama,ordinary people,7.6
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action Adventure Comedy,around the world in 80 days,5.9
Jerome Robbins,Rita Moreno,George Chakiris,Richard Beymer,Crime Drama Musical Romance Thriller,west side story,7.3
Harold Ramis,Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,Comedy Sport,caddyshack,6.7
Gary Hardwick,Julie Benz,Tatyana Ali,Jenifer Lewis,Comedy Drama,the brothers,5.7
Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones,Comedy Drama Romance,the wood,7.1
Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,Crime Drama Mystery Thriller,the usual suspects,8.2
Stephen Hopkins,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,Fantasy Horror Romance Thriller,a nightmare on elm street 5: the dream child,5.4
Walt Becker,Ryan Reynolds,Curtis Armstrong,Erik Estrada,Comedy Romance,van wilder: party liaison,5.9
Darren Aronofsky,Mark Margolis,John D'Leo,Ajay Naidu,Drama Sport,the wrestler,7.5
Christopher Guest,John Michael Higgins,Catherine O'Hara,Michael McKean,Comedy,best in show,7
John Carpenter,Donald Pleasence,Adrienne Barbeau,Tom Atkins,Action Sci-Fi,escape from new york,7.1
Spike Lee,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,Comedy Drama Musical,school daze,6.3
Fred Savage,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,Comedy Family,daddy day camp,4.6
Sammo Kam-Bo Hung,Sammo Kam-Bo Hung,Richard Norton,Rachel Blakely,Action Comedy Crime,mr. nice guy,
Christopher Guest,Michael McKean,Christopher Guest,Laura Harris,Comedy Music,a mighty wind,6.9
Donald Petrie,Julia Roberts,Lili Taylor,Conchata Ferrell,Comedy Drama Romance,mystic pizza,6.3
Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch,Comedy Drama Fantasy Romance,sliding doors,6.6
Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,Comedy Horror Thriller,tales from the hood,5.8
Kevin Macdonald,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Biography Drama History Thriller,the last king of scotland,7.5
Dominique Othenin-Girard,Donald Pleasence,Tamara Glynn,Troy Evans,Horror Thriller,halloween 5,5.4
Richard Linklater,Matthew McConaughey,Brandon Smith,Rick Dial,Comedy Crime Drama,bernie,6.5
Jean-Jacques Mantello,Charlotte Rampling,Daryl Hannah,unknown,Adventure Documentary Short,dolphins and whales 3d,7
Ed Harris,John Heard,Bud Cort,Amy Madigan,Biography Drama,pollock,6.7
Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Comedy Drama Romance,200 cigarettes,5.9
Brian Klugman,J.K. Simmons,Bradley Cooper,Olivia Wilde,Drama Mystery Romance Thriller,the words,6.6
Matt Piedmont,Will Ferrell,Adrian Martinez,Luis E. Carazo,Comedy Western,casa de mi padre,5.3
Raymond De Felitta,Ezra Miller,Curtiss Cook,Dominik García-Lorido,Comedy Drama,city island,7
John Michael McDonagh,Don Cheadle,Fionnula Flanagan,Wale Ojo,Comedy Crime Thriller,the guard,7.3
Deb Hagan,Drake Bell,Alona Tal,Haley Bennett,Comedy,college,4.7
Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,Drama Romance,the virgin suicides,7.1
Mark Herman,Jim Broadbent,Annette Badland,Brenda Blethyn,Comedy Drama Music Romance,little voice,6.6
Zach Cregger,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Comedy Romance,miss march,5.5
Zach Braff,Jim Parsons,Josh Gad,Michael Weston,Comedy Drama,wish i was here,6.6
Mark Tarlov,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,Comedy Drama Fantasy Romance,simply irresistible,5.4
John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Andrea Martin,Comedy Drama Music Musical,hedwig and the angry inch,7.7
Sheldon Lettich,Antoni Corone,Ryan Bollman,Todd Susman,Action Drama,only the strong,6.6
Jon Knautz,Rachel Alig,Monda Scott,Alexis Kendra,Drama Horror Mystery Thriller,goddess of love,5.6
Billy Ray,Hayden Christensen,Rosario Dawson,Cas Anvar,Drama History,shattered glass,6.9
David Atkins,Chelcie Ross,Lynne Thigpen,Polly Noonan,Comedy Crime Drama Thriller,novocaine,6
Patrick Stettner,Stockard Channing,Tony Devon,Frederick Weller,Drama Thriller,the business of strangers,5.8
Sam Peckinpah,William Holden,Warren Oates,L.Q. Jones,Action Adventure Western,the wild bunch,7.7
Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,Comedy Drama Romance,the wackness,6.3
Michael Crichton,Lesley-Anne Down,Michael Elphick,Pamela Salem,Adventure Crime Drama Thriller,the great train robbery,7
Lynne Ramsay,Samantha Morton,Bryan Dick,Paul Popplewell,Drama,morvern callar,6.8
Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer,Action Adventure Fantasy Sci-Fi,beastmaster 2: through the portal of time,4.7
Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Biography Drama Sport,the 5th quarter,5
Claude Chabrol,Benoît Magimel,Nathalie Baye,Mélanie Doutey,Drama,the flower of evil,6.2
Shana Feste,Jennifer Ehle,Zoë Kravitz,Cara Seymour,Drama Romance,the greatest,8
Wayne Wang,Bingbing Li,Russell Wong,Ji-hyun Jun,Drama History,snow flower and the secret fan,5.9
Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,Drama Romance,come early morning,5.9
Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara,Comedy Crime Romance,lucky break,6.4
Fred Zinnemann,Meryl Streep,Jane Fonda,Vanessa Redgrave,Drama,julia,4.9
S.R. Bindler,Matthew McConaughey,Scott Glenn,Sarah Wright,Comedy,"surfer, dude",4.4
Tony Kaye,Noam Chomsky,Pat Buchanan,Bill Baird,Documentary,lake of fire,7.9
Greg Marcks,Henry Thomas,Barbara Hershey,Shawn Hatosy,Comedy Crime Drama,11:14,6.8
Perry Lang,Catherine Bell,Kevin Tighe,Tim Guinee,Action Drama Thriller,men of war,5.3
Jake Goldberger,Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg,Drama Mystery Thriller,don mckay,5.1
Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,Sissy Spacek,Crime Drama Thriller,deadfall,5.9
Vic Sarin,Connie Nielsen,Aidan Quinn,John Bell,Drama Family,a shine of rainbows,6.4
William Kaufman,Drew Waters,Sean Cook,Cole Hauser,Action Thriller,the hit list,5.4
David Cronenberg,Debbie Harry,Leslie Carlson,Reiner Schwarz,Horror Mystery Sci-Fi Thriller,videodrome,7.3
Cédric Klapisch,Romain Duris,Cécile De France,Iddo Goldberg,Comedy Drama,l'auberge espagnole,7.1
Kate Barker-Froyland,Anne Hathaway,Shawn Parsons,Li Jun Li,Drama Music,song one,5.7
Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,Crime Mystery Thriller,murder by numbers,6.1
Martin Koolhoven,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,Drama History War,winter in wartime,6.7
Charles Matthau,Billy Burke,Michael Jai White,Bill Duke,Comedy Crime Thriller,freaky deaky,5
John Frankenheimer,Jeanne Moreau,Paul Scofield,Michel Simon,Thriller War,the train,7.5
Christopher M. Bessette,Mira Sorvino,John Billingsley,Trieu Tran,Drama Thriller,trade of innocents,5.8
Prachya Pinkaew,Jon Foo,Nathan Jones,Johnny Nguyen,Action Crime Drama Thriller,the protector,6.6
Gary Sinyor,Sean Pertwee,Frank Finlay,Samuel West,Comedy,stiff upper lips,7.8
Gurinder Chadha,Archie Panjabi,Parminder Nagra,Anupam Kher,Comedy Drama Romance Sport,bend it like beckham,6.3
John Sayles,Miguel Ferrer,Edie Falco,Timothy Hutton,Drama Romance,sunshine state,6.5
Preston A. Whitmore II,Wesley Jonathan,Wayne Brady,Eva Marcille,Action Sport,crossover,3.8
Ashish R. Mohan,Asin,Mithun Chakraborty,Johnny Lever,Action Comedy,khiladi 786,4.5
Jaume Balagueró,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,Horror,[rec] 2,6.6
Stewart Raffill,Kayla Jackson,Alexis Biesiada,Kayla Raparelli,Musical,standing ovation,4.2
George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,Comedy Crime Drama,the sting,8.1
Hugh Hudson,Alice Krige,Ben Cross,John Gielgud,Biography Drama Sport,chariots of fire,6.9
Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,Comedy Drama Romance,diary of a mad black woman,6.5
Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Biography Drama Music Romance,shine,7.4
Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Comedy Drama Romance,don jon,6
Clint Eastwood,Clint Eastwood,Richard Bull,John Hillerman,Mystery Western,high plains drifter,7.5
Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,Comedy Drama,ghost world,7.2
Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,Biography Drama Romance,iris,7.4
William Sachs,Stephen Macht,Avery Schreiber,Angelo Rossitto,Comedy Sci-Fi,galaxina,4.1
Christophe Barratier,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,Drama Music,the chorus,6.6
Émile Gaudreault,Paul Sorvino,Luke Kirby,Claudia Ferri,Comedy Drama,mambo italiano,5.9
James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime Drama Mystery Thriller,wonderland,6.2
Spike Lee,Ruby Dee,John Savage,Danny Aiello,Drama,do the right thing,7.8
James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,Comedy Crime Drama Romance Thriller,harvard man,4.9
Aki Kaurismäki,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,Comedy Drama,le havre,7
Gaspar Noé,Philippe Nahon,Albert Dupontel,Jo Prestia,Crime Drama Mystery Thriller,irreversible,7.2
Hitoshi Matsumoto,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,Comedy Drama,r100,6
Rakeysh Omprakash Mehra,Anupam Kher,Steven Mackintosh,Madhavan,Comedy Drama History Romance,rang de basanti,7.4
Collin Schiffli,Kim Shaw,John Heard,David Dastmalchian,Drama,animals,7.4
George Ratliff,Jim Gaffigan,Cree Kelly,Mike Eshaq,Action Comedy Drama Thriller,salvation boulevard,5.4
David Wain,Jon Hamm,Ken Marino,Ron Silver,Comedy Romance,the ten,7.7
Shane Meadows,Bob Hoskins,Paddy Considine,Shane Meadows,Comedy Drama,a room for romeo brass,7
Morten Tyldum,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,Crime Drama Thriller,headhunters,6.8
Jon Wright,Russell Tovey,Richard Coyle,Bronagh Gallagher,Comedy Horror Sci-Fi Thriller,grabbers,6.1
Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,Comedy Drama Sport,saint ralph,7.1
Liv Ullmann,Samantha Morton,Jessica Chastain,Colin Farrell,Drama Romance,miss julie,5.7
Jeannot Szwarc,Teresa Wright,Bill Erwin,George Voskovec,Drama Fantasy Romance,somewhere in time,7.4
Rohan Sippy,Abhishek Bachchan,Bipasha Basu,Prateik,Action Crime Drama Thriller,dum maaro dum,5.4
James Wan,Lin Shaye,Barbara Hershey,Leigh Whannell,Fantasy Horror Thriller,insidious: chapter 2,6.7
Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,Horror Mystery,saw ii,6.6
Dan Trachtenberg,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,Drama Horror Mystery Sci-Fi Thriller,10 cloverfield lane,6.9
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Comedy Documentary,jackass: the movie,6.2
David F. Sandberg,Billy Burke,Amiah Miller,Gabriel Bateman,Horror,lights out,6.3
Henry Joost,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,Horror,paranormal activity 3,5.9
Stiles White,Lin Shaye,Shelley Hennig,Daren Kagasoff,Fantasy Horror,ouija,5.1
Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,Action Fantasy Horror Thriller,a nightmare on elm street 3: dream warriors,6.6
Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Mystery Thriller,the gift,6.5
Eugenio Derbez,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,Comedy Drama,instructions not included,
Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,Horror,paranormal activity 4,5.4
Henry Koster,Richard Burton,Jean Simmons,Victor Mature,Drama History,the robe,6.6
Blake Edwards,Burt Kwouk,Herbert Lom,Catherine Schell,Comedy Crime Mystery,the return of the pink panther,6.8
Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto,Comedy Fantasy Horror Thriller,freddy's dead: the final nightmare,5.3
Patty Jenkins,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,Biography Crime Drama Thriller,monster,
Richard Fleischer,James Mason,Robert J. Wilke,Paul Lukas,Adventure Drama Family Fantasy Sci-Fi,"20,000 leagues under the sea",7
Christopher Landon,Richard Cabral,Gloria Sandoval,Molly Ephraim,Fantasy Horror Thriller,paranormal activity: the marked ones,5.4
David Lynch,Anthony Hopkins,Anne Bancroft,Dexter Fletcher,Biography Drama,the elephant man,8.1
Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Denis O'Hare,Biography Drama,dallas buyers club,8
David Gelb,Olivia Wilde,Mark Duplass,Donald Glover,Horror Sci-Fi Thriller,the lazarus effect,5.2
Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox,Mystery Thriller,memento,8.2
Mike Flanagan,James Lafferty,Rory Cochrane,Garrett Ryan,Horror Mystery,oculus,6.4
Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,Comedy,clerks ii,6.9
Stephen Daldry,Julie Walters,Gary Lewis,Jamie Draven,Drama Music,billy elliot,7.6
Nat Faxon,Steve Carell,Liam James,Jim Rash,Comedy Drama,the way way back,7.1
George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin,Comedy Drama Music Romance,house party 2,5.3
